id,url,status,redirect_url,is_domain_for_sale,is_domain_expired,is_domain_parking,is_domain_managed,is_seo_spam,is_admin_panel
1724562,http://06d.jp/,200,,False,False,False,False,False,False
1735865,http://01.upp.so-net.ne.jp/suhadabijin/index.html,DNS_ERROR,,,,,,,
2595257,http://0721-dct.com/,200,,False,False,False,False,False,False
2034710,http://0529383799.com/,200,https://0529383799.com/,False,False,False,False,False,False
2193521,http://0764320110.jp,200,,False,False,False,False,False,False
819394,http://0298-328.com,200,https://www.0298-328.com/,False,False,False,False,False,False
5219240,http://0321.jp,403,,,,,,,
4211574,http://0508.co.jp/,200,https://0508.co.jp/,False,False,False,False,False,False
4648124,http://0681.jp,200,https://0681.jp/,False,False,False,False,False,False
4243715,http://0843.co.jp/senrihanbai/,404,,,,,,,
5350991,http://081128.jp/,200,,False,False,False,False,False,False
2825355,http://0845.boo.jp/tomiyoshi/,200,,False,False,False,False,False,False
3137047,http://0873.jp/,200,,False,False,False,False,False,False
3259960,http://0845.boo.jp/hassaku/,200,https://0845.boo.jp/hassaku/,False,False,True,False,False,False
383959,http://0861.jp,200,,False,False,False,False,False,False
2423597,http://04.upp.so-net.ne.jp/morinagajyohoku/index.html,DNS_ERROR,,,,,,,
2916790,http://05.upp.so-net.ne.jp,DNS_ERROR,,,,,,,
3961202,http://03connection.co.jp,DNS_ERROR,,,,,,,
5282684,http://09446.jp,200,,False,False,False,False,False,False
5130693,http://0986221000.com?,200,http://0986221000.com,False,False,False,False,False,False
2905295,http://08works.jp,200,https://www.08works.jp/,False,False,False,False,False,False
2322318,http://087.com,200,https://www.087.com:443/,False,False,True,False,True,False
1058133,http://0854.jp/,200,https://0854.jp/,False,False,True,False,True,False
2062507,http://0799.jp,200,https://www.0799.jp/,False,False,True,False,True,False
2315072,http://03.upp.so-net.ne.jp/araki/,DNS_ERROR,,,,,,,
555353,http://07.upp.so-net.ne.jp/tomohide/,DNS_ERROR,,,,,,,
3507816,http://06.upp.so-net.ne.jp/tarumi/about.html,DNS_ERROR,,,,,,,
1261509,http://08.upp.so-net.ne.jp,DNS_ERROR,,,,,,,
3612387,http://03.upp.so-net.ne.jp/TokyoTeien/,DNS_ERROR,,,,,,,
465194,http://0977663211.com,200,https://0977663211.com/,False,False,True,False,False,False
3361284,http://1-haraki.com/,200,,False,False,False,False,False,False
1067031,http://0top.jp/,200,https://0top.jp/,False,False,False,False,False,False
4702850,http://0cean.jp/,200,https://0cean.jp/,False,False,False,False,False,False
5041077,http://09su.com,200,https://09su.com/wp/,False,False,True,False,False,False
332392,http://1-10.com,200,https://www.1-10.com/,False,False,False,False,False,False
3357879,http://0cb2j1017292v8p.wix.com/yaginuma-kensetu,404,,,,,,,
1102280,http://1-as-1.com/,200,https://www.1-as-1.com/,False,False,True,False,True,False
4083925,http://1-zeroone.co.jp/index.html,200,https://1-zeroone.co.jp/index.html,False,False,False,False,False,False
849306,http://1-building.co.jp,200,https://1-building.co.jp/,False,False,False,False,False,False
485959,http://09s.jp,DNS_ERROR,,,,,,,
2246679,http://1-percent.co.jp/contact.html,404,,,,,,,
4656554,http://1-zeroone.co.jp/yunrinbou/index.html,200,https://1-zeroone.co.jp/yunrinbou/index.html,False,False,False,False,False,False
570177,http://1-indies.co.jp/corp-info.html,DNS_ERROR,,,,,,,
4648600,http://09.upp.so-net.ne.jp/tomimasa/,DNS_ERROR,,,,,,,
2467495,http://10-12.jp/index.html,200,,False,False,False,False,False,False
1427778,http://1.onoknife.com/top.htm,200,https://onoknife.com/,False,False,False,False,False,False
2569747,http://1-maru.co.jp,200,https://www.1-maru.co.jp/,False,False,True,False,False,False
1526536,http://1-world.co.jp/,200,https://1-world.co.jp/,False,False,False,False,False,False
1695851,http://1-ino.co.jp,429,,,,,,,
4526756,http://1-off.co.jp/,DNS_ERROR,,,,,,,
5348093,http://1-prosper.com/,DNS_ERROR,,,,,,,
3662270,http://1-stage.com/,DNS_ERROR,,,,,,,
4158423,http://09.upp.so-net.ne.jp/nihonclean/,DNS_ERROR,,,,,,,
5233853,http://100-nenhonpo.com/,200,,False,False,True,False,False,False
4569647,http://10-2.co.jp,200,https://www.10-2.co.jp/,False,False,True,False,True,False
4849376,http://10-tec.com/,200,https://juso-tec.com/,False,False,False,False,False,False
1282143,http://1.plala.or.jp,DNS_ERROR,,,,,,,
1784342,http://100.or.jp/,200,,False,False,True,False,False,False
133766,http://10-monji.com/,200,http://www.10-monji.com/,False,False,True,False,False,False
5302582,http://1000jin.jp/index.htm,404,,,,,,,
5343459,http://1000nensha.co.jp/,200,,False,False,False,False,False,False
3075108,http://1000leavesdining.jimdo.com/,404,,,,,,,
576356,http://1000s.com,200,https://1000s.com/,False,False,False,False,False,False
2929557,http://1000show.jp,200,,False,False,False,False,False,False
1274431,http://.tky.3web.ne.jp/~marusp/,504,,,,,,,
578368,http://.tky.3web.ne.jp/~wspcojp/,504,,,,,,,
2405799,http://1009.co.jp/index.html,200,,False,False,False,False,False,False
35917,http://100kouso.com/,200,,False,False,True,False,False,False
1457317,http://100a.jp/,403,,,,,,,
3515278,http://100bancan.wixsite.com,404,,,,,,,
2908442,http://1000kindo.com/,200,http://ww16.1000kindo.com/?sub1=20250313-1935-192c-a641-9790c544504e,True,False,False,False,False,False
1142251,http://1000000v.jp,200,https://1000000v.jp/,False,False,True,False,False,False
4114806,http://100kannon.com/,200,https://100kannon.com/,False,False,False,False,False,False
4004293,http://100shiki.co.jp,200,,False,False,False,False,False,False
921517,http://100manboshi.com/,200,,False,False,False,False,False,False
1288561,http://100ltd.jp,200,http://www.100ltd.jp/,False,False,True,False,True,False
664822,http://1010.co.jp,200,,False,False,False,False,False,False
1855745,http://1-topdog.com,SSL_ERROR,,,,,,,
1218414,http://1010kanekyu.com/index.html,404,,,,,,,
39228,http://100partners.co.jp,DNS_ERROR,,,,,,,
1173341,http://1.plala.or.jp/ouji-usen/index.htm,DNS_ERROR,,,,,,,
1999124,http://100ninriki.co.jp/,200,https://100ninriki.co.jp/staffing/,False,False,False,False,False,False
4659271,http://103-yama.jp,200,,False,False,False,False,False,False
20585,http://101.imaigumi.com/?eid=419681,DNS_ERROR,,,,,,,
2406929,http://1.plala.or.jp/bau/ace/index.html,DNS_ERROR,,,,,,,
5130696,http://104.com/name_0986370637/,404,,,,,,,
1183168,http://1.plala.or.jp/show-km/TPO2.html,DNS_ERROR,,,,,,,
5274695,http://10330.jp,200,https://10330.jp/,False,False,False,False,False,False
42963,http://1010happiness.com/index.html,DNS_ERROR,,,,,,,
1722825,http://105.co.jp/,200,https://105.co.jp/,False,False,False,False,False,False
642437,http://109chan.com/,200,,False,False,False,False,False,False
2646243,http://1059.hp.peraichi.com,200,https://1059.hp.peraichi.com/,False,False,False,False,False,False
1232100,http://10.upp.so-net.ne.jp/arai-jyuryou/,DNS_ERROR,,,,,,,
412127,http://10club.jp,200,,False,False,False,False,False,False
4078801,http://1055.co.jp,200,https://www.1055.co.jp/,False,False,False,False,False,False
1728979,http://10.upp.so-net.ne.jp/hagiwaramotor/,DNS_ERROR,,,,,,,
5275901,http://100zero.jp,DNS_ERROR,,,,,,,
1425355,http://1016.co.jp,DNS_ERROR,,,,,,,
3247472,http://10ka.net,200,,False,False,False,False,False,False
5386295,http://10ai-konan.jp/,200,https://10ai-konan.jp/,False,False,True,False,True,False
2358578,http://104ken.co.jp,DNS_ERROR,,,,,,,
1087009,http://1040031nkss.sakura.ne.jp,DNS_ERROR,,,,,,,
2759336,http://10omusubi20.starfree.jp/,200,,False,False,False,False,False,False
4157098,http://10ken.jp,200,,False,False,False,False,False,False
4034499,http://10.upp.so-net.ne.jp/matsubara/,DNS_ERROR,,,,,,,
1741841,http://10.upp.so-net.ne.jp/meiki-i,DNS_ERROR,,,,,,,
3307015,http://1105.co.jp/,200,,False,False,False,False,False,False
3904529,http://10po.jp,200,https://10po.jp/,False,False,False,False,False,False
2336723,http://11-eye.com/,200,,False,False,False,False,False,False
5315464,http://10kkoku.com/,200,https://10kkoku.com/,False,False,False,False,False,False
4251120,http://0919.co.jp/hitachidenko/,403,,,,,,,
4165025,http://1129maruichi.co.jp/,200,,False,False,False,False,False,False
2476154,http://117nishiken.com/,200,,False,False,False,False,False,False
3955547,http://111unit.co.jp,200,http://www.111unit.co.jp/,False,False,False,False,False,False
3268911,http://1129.co.jp,200,,False,False,True,False,False,False
1674502,http://114-daiiti.ac.jp,200,,False,False,False,False,False,False
4250418,http://10shin.jp,DNS_ERROR,,,,,,,
1248891,http://1188.co.jp,200,,False,False,False,False,False,False
770969,http://118118.co.jp,200,https://118118.co.jp/,False,False,False,False,False,False
1843216,http://1186.co.jp/,200,,False,False,False,False,False,False
533753,http://1128hajimeyoo.com/,DNS_ERROR,,,,,,,
4613754,http://11.upp.so-net.ne.jp/mikasa/index.htm,DNS_ERROR,,,,,,,
4661743,http://11874.jp,200,https://11874.jp/,False,False,False,False,False,False
1707838,http://1188-garden.co.jp/,200,https://1188-garden.co.jp/,False,False,False,False,False,False
1950973,http://118mikuriya.co.jp/seika/,200,https://118mikuriya.co.jp,False,False,False,False,False,False
2114456,http://11543.info/,200,https://11543.info/,False,False,True,False,True,False
115308,http://12-12.jp/,200,,False,False,False,False,False,False
2470813,http://11toshi.co.jp,403,,,,,,,
1092864,http://1198.jp,200,https://isystem1198.jp/,False,False,False,False,False,False
3114078,http://12-recycle.com,200,,False,False,False,False,False,False
392764,http://11sakujin.wix.com/momotsujiss,404,,,,,,,
3555486,http://123wb.jp/,200,,False,False,False,False,False,False
37228,http://119suehiro.co.jp,200,http://www.119suehiro.co.jp/,False,False,False,False,False,False
2838177,http://119199.jp/phone_page/01522600/,DNS_ERROR,,,,,,,
1467248,http://11kagako.jp,DNS_ERROR,,,,,,,
2669532,http://11f-soft.co.jp,DNS_ERROR,,,,,,,
4536121,http://125.jp/,200,https://125.jp/,False,False,False,False,False,False
4719379,http://130.co.jp,200,,False,False,False,False,False,False
729099,http://12.upp.so-net.ne.jp/inadadenko/index2.htm,DNS_ERROR,,,,,,,
2466121,http://1313.jp/,200,http://www.1313.jp/,False,False,True,False,False,False
2659899,http://138jigyodan.jp/wordpress/,200,,False,False,False,False,False,False
4511608,http://1341.jp,200,,False,False,False,False,False,False
2808490,http://132base.jp,200,https://132base.jp/,False,False,False,False,False,False
3856173,http://127.co.jp/,200,https://www.subaru-net.com/sokkai/,False,False,True,False,True,False
1724859,http://123ma.ps/en/,DNS_ERROR,,,,,,,
1711363,http://1420053c.hpbegin.jp/,403,,,,,,,
950581,http://127.0.0.1,DNS_ERROR,,,,,,,
1386869,http://14510.com/,200,https://14510.com/,False,False,True,False,False,False
3454299,http://150.60.12.169/index.html,200,,False,False,False,False,False,False
4802518,http://140-041.co.jp/,200,https://140-041.co.jp/,False,False,True,False,True,False
3071271,http://14000koyu.co.jp/,200,,False,False,False,False,False,False
3519741,http://13.upp.so-net.ne.jp/public/,DNS_ERROR,,,,,,,
704731,http://112.78.196.167/my_pageview/abekougyou01/,DNS_ERROR,,,,,,,
2882742,http://13.upp.so-net.ne.jp/torifuku/,DNS_ERROR,,,,,,,
747172,http://14.upp.so-net.ne.jp/showashinko/,DNS_ERROR,,,,,,,
2846822,http://15ichigo.jp,500,,,,,,,
538632,http://15.upp.so-net.ne.jp/digital-square/,DNS_ERROR,,,,,,,
1476329,http://16.imaruyo.jp,DNS_ERROR,,,,,,,
217170,http://1611mp.jp,200,,False,False,True,False,False,False
238303,http://15car.jp/,200,https://nichigocar.com/,False,False,False,False,False,False
2283394,http://15.upp.so-net.ne.jp/sakakura/,DNS_ERROR,,,,,,,
3181118,http://1682.jp,200,,False,False,False,False,False,False
570577,http://16a.jp/,200,,False,False,False,False,False,False
3490680,http://16.upp.so-net.ne.jp,DNS_ERROR,,,,,,,
2295094,http://1717sakura.com,200,,False,False,True,False,False,False
1868878,http://16lab.net/,200,,False,False,False,False,False,False
4778423,http://1190ics.co.jp,200,,False,False,False,False,False,False
4532767,http://1771.jp,403,,,,,,,
31354,http://184-energy.com/,200,,False,False,False,False,False,False
4734513,http://1800.co.jp/,200,,False,False,False,False,False,False
1360683,http://17ya.co.jp/,200,,False,False,True,False,True,False
302316,http://1898.jp,200,http://www.1898.jp/,False,False,False,False,False,False
1473610,http://1930.co.jp/,200,,False,False,True,False,True,False
1774425,http://16.upp.so-net.ne.jp/awakataka/,DNS_ERROR,,,,,,,
1560915,http://1946mitsuboshi.co.jp,200,,False,False,False,False,False,False
1339577,http://18k-nakanishi.com,DNS_ERROR,,,,,,,
1816337,http://1964takeda.jp/index.html,200,,False,False,False,False,False,False
3467021,http://1950nakamura.co.jp/frame.html,200,http://1950nakamura.co.jp/,False,False,False,False,False,False
1542819,http://198298.com/,200,,False,False,False,False,False,False
2446453,http://1957yamasan.com/,200,https://www.1957yamasan.com/,False,False,True,False,False,False
527103,http://1974mg6.wixsite.com/nijino84,200,https://1974mg6.wixsite.com:443/nijino84,False,False,False,False,False,False
4510332,http://1999group.com/,404,,,,,,,
262621,http://1alpha.co.jp,200,https://www.1alpha.co.jp/,False,False,True,False,False,False
3312966,http://1ba.bz,200,,False,False,False,False,False,False
2429232,http://1and-only.com/,403,,,,,,,
155573,http://1brocade.com/,200,https://1brocade.com/,False,False,False,False,False,False
2268006,http://1com.co.jp/,200,,False,False,False,False,False,False
2446096,http://1day-shaken.com/index.html,200,,False,False,False,False,False,False
2221654,http://16.upp.so-net.ne.jp/sakamotoshokai/index.html,DNS_ERROR,,,,,,,
1294239,http://1c-c.jp/,200,https://1c-c.jp/,False,False,False,False,False,False
3663569,http://017007.co.jp/passwd.html,TIMEOUT,,,,,,,
5334803,http://1excellence.com/,200,,False,False,False,False,False,False
348375,http://1faceup.co.jp,200,,False,False,False,False,False,False
757602,http://16.upp.so-net.ne.jp/wakaba-ss/,DNS_ERROR,,,,,,,
1304438,http://1fuku.jp/business,404,,,,,,,
4819095,http://1giken.co.jp,200,,False,False,False,False,False,False
28578,http://1day.co.jp,200,http://www.1day.co.jp/,False,False,True,False,False,False
2947525,http://16.upp.so-net.ne.jp/yamakamu/,DNS_ERROR,,,,,,,
2482599,http://1ccl.co.jp,DNS_ERROR,,,,,,,
4500363,http://1just-monthly.com/,200,,False,False,False,False,False,False
1541459,http://1home.co.jp,200,,False,False,False,False,False,False
4433902,http://1ichikawa.com/,200,,False,False,False,False,False,False
569887,http://16.upp.so-net.ne.jp/yanagisawa/top.html,DNS_ERROR,,,,,,,
740647,http://1kc.jp,200,,False,False,False,False,False,False
5133141,http://1k-kai.com/,200,,False,False,False,False,False,False
4672629,http://1office.jp,200,,False,False,False,False,False,False
3165074,http://1mental-clinic.com/,200,,False,False,True,False,True,False
2330162,http://1omotesando.com/index.html,200,,False,False,False,False,False,False
4358953,http://1mikoshi.co.jp,200,,False,False,False,False,False,False
3456683,http://1pg.co.jp/index.html,200,,False,False,False,False,False,False
790966,http://1pac.jp/,200,https://1pac.jp/ja/,False,False,False,False,False,False
2597690,http://1st-1.co.jp/,200,,False,False,False,False,False,False
3100383,http://1plus-design.com/,200,,False,False,True,False,False,False
3091200,http://1rodori.co.jp,200,https://1rodori.co.jp/,False,False,False,False,False,False
4465939,http://1nterlink.co.jp/,200,https://www.1nterlink.co.jp/,False,False,True,False,True,False
3519115,http://1kou.com/index.php,200,https://www.1kou.com/,False,False,False,False,False,False
644994,http://1st-class.co.jp/index.html,404,,,,,,,
570001,http://1st-kiwa.com/,200,https://1st-kiwa.com/,False,False,False,False,False,False
236459,http://1st-impact.jp,200,https://1st-impact.jp/,False,False,False,False,False,False
3088653,http://1kproduct.com,DNS_ERROR,,,,,,,
4125711,http://1st-plan.co.jp,200,,False,False,False,False,False,False
4487672,http://1rinnohana.com,200,https://1rinnohana.com/72933/,False,False,False,False,False,False
5089008,http://1st-solution.jp,200,,False,False,True,False,False,False
2733913,http://1riki.jp,200,https://1riki.jp/,False,False,False,False,False,False
453100,http://1616hp.com,504,,,,,,,
634128,http://1st-life.net,200,https://www.1st-life.net/,False,False,True,False,False,False
1828170,http://1st-star.jp,200,http://www.1st-star.jp/,False,False,False,False,False,False
5262267,http://1pongi.com,DNS_ERROR,,,,,,,
5245149,http://1soyokaze.sakura.ne.jp?,200,https://www.soyokaze.site/,False,False,False,False,False,False
1223570,http://1ststep.co.jp/,200,,False,False,False,False,False,False
763206,http://1stjapan.co.jp,200,,False,False,False,False,False,False
4520205,http://1stinvestors.jp,200,,False,False,False,False,False,False
2136599,http://192.168.0.3/hp/betsusyo/,DNS_ERROR,,,,,,,
3041676,http://1stdoor.jp,200,http://firstdoor.co.jp/,False,False,False,False,False,False
2674197,http://1taro.jp?,200,http://1taro.jp,False,False,False,False,False,False
5093356,http://1taro.jp/hotomeki/,200,,False,False,False,False,False,False
1464058,http://1tokai.jp/,200,,False,False,False,False,False,False
5265972,http://1taro.jp/sushi/,200,,False,False,False,False,False,False
3384584,http://1stec.jp,DNS_ERROR,,,,,,,
3592754,http://2-5-d.jp,403,,,,,,,
4072043,http://2-21.jp,200,,False,False,False,False,False,False
4816162,http://2-1.jp,200,,False,False,False,False,False,False
3140182,http://1st.geocities.jp/wpsekinewosagase/index.html,200,https://thanks.yahoo.co.jp,False,False,False,False,False,False
1374754,http://1zakka.com/,200,,False,False,False,False,False,False
1030396,http://2-click.jp/,200,,False,False,False,False,False,False
1258195,http://1to1.co.jp,200,http://www.1to1.co.jp/,False,False,False,False,False,False
584987,http://1002.co.jp/,TIMEOUT,,,,,,,
3596607,http://1style.co.jp,DNS_ERROR,,,,,,,
5336846,http://2011.co.jp,200,,False,False,False,False,False,False
4219409,http://2013ys-eng.co.jp,200,,False,False,False,False,False,False
91708,http://2-s.co.jp,200,,False,False,False,False,False,False
3055977,http://1st-metal.co.jp,200,,False,False,False,False,False,False
1356449,http://2-stage.net/,200,https://2-stage.net/,False,False,False,False,False,False
3059151,http://2-gym.com,503,,,,,,,
162927,http://1up.in.net/,DNS_ERROR,,,,,,,
1252976,http://201komae.com/,200,https://201komae.com/,False,False,False,True,False,False
3463722,http://2015ripple.com/,200,https://www.2015ripple.com/,False,False,True,False,True,False
69754,http://202002021837458893357.onamaeweb.jp,200,,False,False,False,False,False,False
3775734,http://2016trust.co.jp,200,http://www.2016trust.co.jp/,False,False,False,False,False,False
754587,http://21-koyodo.co.jp/,200,,False,False,False,False,False,False
2766361,http://21-pub.co.jp/,200,,False,False,False,False,False,False
2320770,http://2004bts.com/,200,https://www.2004bts.com/,False,False,True,False,False,False
3588322,http://2.plala.or.jp/ikebukurookamoto/,DNS_ERROR,,,,,,,
506590,http://2103hakase.com,200,https://2103hakase.com/,False,False,True,False,True,False
2232981,http://2121.co.jp,200,,False,False,False,False,False,False
2942023,http://210denko.co.jp/index.html,404,,,,,,,
4383915,http://2103117.com,200,https://www.2103117.com/,False,False,True,False,True,False
2324736,http://2005west.com/,200,http://ww38.2005west.com/,False,False,False,False,False,False
2993431,http://2103pro.jp,200,http://www.2103pro.jp/,True,False,True,False,False,False
593041,http://20a10.com,DNS_ERROR,,,,,,,
513172,http://2022042707122810349691.onamaeweb.jp/kodon-hartice/,DNS_ERROR,,,,,,,
2194742,http://107shop.jp,TIMEOUT,,,,,,,
1323762,http://10tas.co.jp,TIMEOUT,,,,,,,
2446358,http://10ken.co.jp,TIMEOUT,,,,,,,
602608,http://1059.co.jp/index.html,ERROR,,,,,,,
2084692,http://221ent.com/,200,,False,False,True,False,False,False
1060112,http://21lady.com/,200,https://hirotaghd.com/,False,False,True,False,False,False
5182153,http://222cats-callaxis.com/,200,,False,False,True,False,False,False
